Ion = Chlorine    , Mass = 34.969
Tgt =  H (Solid), Density = .07 g/cm3
Stopping Units =  eV/(1E15 atoms/cm2)
Energy(keV)  S(Elec)    S(Nuc)
2.571E+04   1.722E+02  3.124E-01 
2.571E+04   1.722E+02  3.123E-01 
2.571E+04   1.722E+02  3.123E-01 
2.571E+04   1.722E+02  3.123E-01 
2.571E+04   1.722E+02  3.123E-01 
2.571E+04   1.722E+02  3.123E-01 
2.571E+04   1.722E+02  3.123E-01 
2.572E+04   1.722E+02  3.123E-01 
2.572E+04   1.722E+02  3.122E-01 
2.572E+04   1.722E+02  3.122E-01 
2.572E+04   1.722E+02  3.122E-01 
2.572E+04   1.722E+02  3.122E-01 
2.572E+04   1.722E+02  3.122E-01 
2.572E+04   1.722E+02  3.122E-01 
2.572E+04   1.722E+02  3.122E-01 
2.573E+04   1.722E+02  3.122E-01 
2.573E+04   1.722E+02  3.121E-01 
2.573E+04   1.722E+02  3.121E-01 
2.573E+04   1.722E+02  3.121E-01 
2.573E+04   1.722E+02  3.121E-01 
2.573E+04   1.722E+02  3.121E-01 
2.573E+04   1.722E+02  3.121E-01 
2.573E+04   1.722E+02  3.121E-01 
2.574E+04   1.722E+02  3.120E-01 
2.574E+04   1.722E+02  3.120E-01 
2.574E+04   1.722E+02  3.120E-01 
2.574E+04   1.722E+02  3.120E-01 
2.574E+04   1.722E+02  3.120E-01 
2.574E+04   1.722E+02  3.120E-01 
2.574E+04   1.722E+02  3.120E-01 
2.575E+04   1.722E+02  3.120E-01 
2.575E+04   1.722E+02  3.119E-01 
2.575E+04   1.722E+02  3.119E-01 
2.575E+04   1.722E+02  3.119E-01 
2.575E+04   1.722E+02  3.119E-01 
2.575E+04   1.722E+02  3.119E-01 
2.575E+04   1.722E+02  3.119E-01 
2.575E+04   1.722E+02  3.119E-01 
2.576E+04   1.722E+02  3.118E-01 
2.576E+04   1.722E+02  3.118E-01 
2.576E+04   1.722E+02  3.118E-01 
2.576E+04   1.722E+02  3.118E-01 
2.576E+04   1.722E+02  3.118E-01 
2.576E+04   1.722E+02  3.118E-01 
2.576E+04   1.722E+02  3.118E-01 
2.576E+04   1.722E+02  3.118E-01 
2.577E+04   1.722E+02  3.117E-01 
2.577E+04   1.722E+02  3.117E-01 
2.577E+04   1.722E+02  3.117E-01 
2.577E+04   1.722E+02  3.117E-01 
2.577E+04   1.722E+02  3.117E-01 
2.577E+04   1.722E+02  3.117E-01 
2.577E+04   1.722E+02  3.117E-01 
2.578E+04   1.722E+02  3.116E-01 
2.578E+04   1.722E+02  3.116E-01 
2.578E+04   1.722E+02  3.116E-01 
2.578E+04   1.722E+02  3.116E-01 
2.578E+04   1.722E+02  3.116E-01 
2.578E+04   1.722E+02  3.116E-01 
2.578E+04   1.722E+02  3.116E-01 
2.578E+04   1.722E+02  3.116E-01 
2.579E+04   1.722E+02  3.115E-01 
2.579E+04   1.722E+02  3.115E-01 
2.579E+04   1.722E+02  3.115E-01 
2.579E+04   1.722E+02  3.115E-01 
2.579E+04   1.722E+02  3.115E-01 
2.579E+04   1.722E+02  3.115E-01 
2.579E+04   1.722E+02  3.115E-01 
2.579E+04   1.722E+02  3.114E-01 
2.580E+04   1.722E+02  3.114E-01 
2.580E+04   1.722E+02  3.114E-01 
2.580E+04   1.722E+02  3.114E-01 
2.580E+04   1.722E+02  3.114E-01 
2.580E+04   1.722E+02  3.114E-01 
2.580E+04   1.722E+02  3.114E-01 
2.580E+04   1.722E+02  3.114E-01 
2.581E+04   1.722E+02  3.113E-01 
2.581E+04   1.722E+02  3.113E-01 
2.581E+04   1.722E+02  3.113E-01 
2.581E+04   1.722E+02  3.113E-01 
2.581E+04   1.722E+02  3.113E-01 
2.581E+04   1.722E+02  3.113E-01 
2.581E+04   1.722E+02  3.113E-01 
2.581E+04   1.722E+02  3.112E-01 
2.582E+04   1.722E+02  3.112E-01 
2.582E+04   1.722E+02  3.112E-01 
2.582E+04   1.722E+02  3.112E-01 
2.582E+04   1.722E+02  3.112E-01 
2.582E+04   1.722E+02  3.112E-01 
2.582E+04   1.722E+02  3.112E-01 
2.582E+04   1.722E+02  3.112E-01 
2.583E+04   1.722E+02  3.111E-01 
2.583E+04   1.722E+02  3.111E-01 
2.583E+04   1.722E+02  3.111E-01 
2.583E+04   1.722E+02  3.111E-01 
2.583E+04   1.722E+02  3.111E-01 
2.583E+04   1.722E+02  3.111E-01 
2.583E+04   1.722E+02  3.111E-01 
2.583E+04   1.722E+02  3.111E-01 
2.584E+04   1.722E+02  3.110E-01 
2.584E+04   1.722E+02  3.110E-01 
2.584E+04   1.722E+02  3.110E-01 
2.584E+04   1.722E+02  3.110E-01 
2.584E+04   1.722E+02  3.110E-01 
2.584E+04   1.722E+02  3.110E-01 
2.584E+04   1.722E+02  3.110E-01 
2.584E+04   1.722E+02  3.109E-01 
2.585E+04   1.722E+02  3.109E-01 
2.585E+04   1.722E+02  3.109E-01 
2.585E+04   1.722E+02  3.109E-01 
2.585E+04   1.722E+02  3.109E-01 
2.585E+04   1.722E+02  3.109E-01 
2.585E+04   1.722E+02  3.109E-01 
2.585E+04   1.722E+02  3.109E-01 
2.586E+04   1.722E+02  3.108E-01 
2.586E+04   1.722E+02  3.108E-01 
2.586E+04   1.722E+02  3.108E-01 
2.586E+04   1.722E+02  3.108E-01 
2.586E+04   1.722E+02  3.108E-01 
2.586E+04   1.722E+02  3.108E-01 
2.586E+04   1.722E+02  3.108E-01 
2.586E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.107E-01 
2.587E+04   1.722E+02  3.106E-01 
2.588E+04   1.722E+02  3.106E-01 
2.588E+04   1.722E+02  3.106E-01 
2.588E+04   1.722E+02  3.106E-01 
2.588E+04   1.722E+02  3.106E-01 
2.588E+04   1.722E+02  3.106E-01 
2.588E+04   1.722E+02  3.106E-01 
2.588E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.105E-01 
2.589E+04   1.722E+02  3.104E-01 
2.590E+04   1.722E+02  3.104E-01 
2.590E+04   1.722E+02  3.104E-01 
2.590E+04   1.722E+02  3.104E-01 
2.590E+04   1.722E+02  3.104E-01 
2.590E+04   1.722E+02  3.104E-01 
2.590E+04   1.722E+02  3.104E-01 
2.590E+04   1.722E+02  3.104E-01 
2.591E+04   1.722E+02  3.103E-01 
2.591E+04   1.722E+02  3.103E-01 
2.591E+04   1.722E+02  3.103E-01 
2.591E+04   1.722E+02  3.103E-01 
2.591E+04   1.722E+02  3.103E-01 
2.591E+04   1.722E+02  3.103E-01 
2.591E+04   1.722E+02  3.103E-01 
2.591E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.102E-01 
2.592E+04   1.722E+02  3.101E-01 
2.593E+04   1.722E+02  3.101E-01 
2.593E+04   1.722E+02  3.101E-01 
2.593E+04   1.722E+02  3.101E-01 
2.593E+04   1.722E+02  3.101E-01 
2.593E+04   1.721E+02  3.101E-01 
2.593E+04   1.721E+02  3.101E-01 
2.593E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.100E-01 
2.594E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.099E-01 
2.595E+04   1.721E+02  3.098E-01 
2.596E+04   1.721E+02  3.098E-01 
2.596E+04   1.721E+02  3.098E-01 
2.596E+04   1.721E+02  3.098E-01 
2.596E+04   1.721E+02  3.098E-01 
2.596E+04   1.721E+02  3.098E-01 
2.596E+04   1.721E+02  3.098E-01 
2.596E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.097E-01 
2.597E+04   1.721E+02  3.096E-01 
2.598E+04   1.721E+02  3.096E-01 
2.598E+04   1.721E+02  3.096E-01 
2.598E+04   1.721E+02  3.096E-01 
2.598E+04   1.721E+02  3.096E-01 
2.598E+04   1.721E+02  3.096E-01 
2.598E+04   1.721E+02  3.096E-01 
2.598E+04   1.721E+02  3.096E-01 
2.599E+04   1.721E+02  3.095E-01 
2.599E+04   1.721E+02  3.095E-01 
2.599E+04   1.721E+02  3.095E-01 
2.599E+04   1.721E+02  3.095E-01 
2.599E+04   1.721E+02  3.095E-01 
2.599E+04   1.721E+02  3.095E-01 
2.599E+04   1.721E+02  3.095E-01 
2.599E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.094E-01 
2.600E+04   1.721E+02  3.093E-01 
2.601E+04   1.721E+02  3.093E-01 
2.601E+04   1.721E+02  3.093E-01 
2.601E+04   1.721E+02  3.093E-01 
2.601E+04   1.721E+02  3.093E-01 
2.601E+04   1.721E+02  3.093E-01 
2.601E+04   1.721E+02  3.093E-01 
2.601E+04   1.721E+02  3.093E-01 
2.602E+04   1.721E+02  3.092E-01 
2.602E+04   1.721E+02  3.092E-01 
2.602E+04   1.721E+02  3.092E-01 
2.602E+04   1.721E+02  3.092E-01 
2.602E+04   1.721E+02  3.092E-01 
2.602E+04   1.721E+02  3.092E-01 
2.602E+04   1.721E+02  3.092E-01 
2.602E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.091E-01 
2.603E+04   1.721E+02  3.090E-01 
2.604E+04   1.721E+02  3.090E-01 
2.604E+04   1.721E+02  3.090E-01 
2.604E+04   1.721E+02  3.090E-01 
2.604E+04   1.721E+02  3.090E-01 
2.604E+04   1.721E+02  3.090E-01 
2.604E+04   1.721E+02  3.090E-01 
2.604E+04   1.721E+02  3.090E-01 
2.605E+04   1.721E+02  3.089E-01 
2.605E+04   1.721E+02  3.089E-01 
2.605E+04   1.721E+02  3.089E-01 
2.605E+04   1.721E+02  3.089E-01 
2.605E+04   1.721E+02  3.089E-01 
2.605E+04   1.721E+02  3.089E-01 
2.605E+04   1.721E+02  3.089E-01 
2.605E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.088E-01 
2.606E+04   1.721E+02  3.087E-01 
2.607E+04   1.721E+02  3.087E-01 
2.607E+04   1.721E+02  3.087E-01 
2.607E+04   1.721E+02  3.087E-01 
2.607E+04   1.721E+02  3.087E-01 
2.607E+04   1.721E+02  3.087E-01 
2.607E+04   1.721E+02  3.087E-01 
2.607E+04   1.721E+02  3.087E-01 
2.608E+04   1.721E+02  3.086E-01 
2.608E+04   1.721E+02  3.086E-01 
2.608E+04   1.721E+02  3.086E-01 
2.608E+04   1.721E+02  3.086E-01 
2.608E+04   1.721E+02  3.086E-01 
2.608E+04   1.721E+02  3.086E-01 
2.608E+04   1.721E+02  3.086E-01 
2.608E+04   1.721E+02  3.085E-01 
2.609E+04   1.721E+02  3.085E-01 
2.609E+04   1.721E+02  3.085E-01 
2.609E+04   1.721E+02  3.085E-01 
2.609E+04   1.721E+02  3.085E-01 
2.609E+04   1.721E+02  3.085E-01 
2.609E+04   1.721E+02  3.085E-01 
2.609E+04   1.721E+02  3.085E-01 
2.610E+04   1.721E+02  3.084E-01 
2.610E+04   1.721E+02  3.084E-01 
2.610E+04   1.721E+02  3.084E-01 
2.610E+04   1.721E+02  3.084E-01 
2.610E+04   1.721E+02  3.084E-01 
2.610E+04   1.721E+02  3.084E-01 
2.610E+04   1.721E+02  3.084E-01 
2.610E+04   1.721E+02  3.084E-01 
2.611E+04   1.721E+02  3.083E-01 
2.611E+04   1.721E+02  3.083E-01 
2.611E+04   1.721E+02  3.083E-01 
2.611E+04   1.721E+02  3.083E-01 
2.611E+04   1.721E+02  3.083E-01 
2.611E+04   1.721E+02  3.083E-01 
2.611E+04   1.721E+02  3.083E-01 
2.611E+04   1.721E+02  3.082E-01 
2.612E+04   1.721E+02  3.082E-01 
2.612E+04   1.721E+02  3.082E-01 
2.612E+04   1.721E+02  3.082E-01 
2.612E+04   1.721E+02  3.082E-01 
2.612E+04   1.721E+02  3.082E-01 
2.612E+04   1.721E+02  3.082E-01 
2.612E+04   1.721E+02  3.082E-01 
2.613E+04   1.721E+02  3.081E-01 
2.613E+04   1.721E+02  3.081E-01 
2.613E+04   1.721E+02  3.081E-01 
2.613E+04   1.721E+02  3.081E-01 
2.613E+04   1.721E+02  3.081E-01 
2.613E+04   1.721E+02  3.081E-01 
2.613E+04   1.721E+02  3.081E-01 
2.613E+04   1.721E+02  3.081E-01 
2.614E+04   1.721E+02  3.080E-01 
2.614E+04   1.721E+02  3.080E-01 
2.614E+04   1.721E+02  3.080E-01 
2.614E+04   1.720E+02  3.080E-01 
2.614E+04   1.720E+02  3.080E-01 
2.614E+04   1.720E+02  3.080E-01 
2.614E+04   1.720E+02  3.080E-01 
2.614E+04   1.720E+02  3.080E-01 
2.615E+04   1.720E+02  3.079E-01 
2.615E+04   1.720E+02  3.079E-01 
2.615E+04   1.720E+02  3.079E-01 
2.615E+04   1.720E+02  3.079E-01 
2.615E+04   1.720E+02  3.079E-01 
2.615E+04   1.720E+02  3.079E-01 
2.615E+04   1.720E+02  3.079E-01 
2.616E+04   1.720E+02  3.078E-01 
2.616E+04   1.720E+02  3.078E-01 
2.616E+04   1.720E+02  3.078E-01 
2.616E+04   1.720E+02  3.078E-01 
2.616E+04   1.720E+02  3.078E-01 
2.616E+04   1.720E+02  3.078E-01 
2.616E+04   1.720E+02  3.078E-01 
2.616E+04   1.720E+02  3.078E-01 
2.617E+04   1.720E+02  3.077E-01 
2.617E+04   1.720E+02  3.077E-01 
2.617E+04   1.720E+02  3.077E-01 
2.617E+04   1.720E+02  3.077E-01 
2.617E+04   1.720E+02  3.077E-01 
2.617E+04   1.720E+02  3.077E-01 
2.617E+04   1.720E+02  3.077E-01 
2.618E+04   1.720E+02  3.077E-01 
2.618E+04   1.720E+02  3.076E-01 
2.618E+04   1.720E+02  3.076E-01 
2.618E+04   1.720E+02  3.076E-01 
2.618E+04   1.720E+02  3.076E-01 
2.618E+04   1.720E+02  3.076E-01 
2.618E+04   1.720E+02  3.076E-01 
2.618E+04   1.720E+02  3.076E-01 
2.619E+04   1.720E+02  3.075E-01 
2.619E+04   1.720E+02  3.075E-01 
2.619E+04   1.720E+02  3.075E-01 
2.619E+04   1.720E+02  3.075E-01 
2.619E+04   1.720E+02  3.075E-01 
2.619E+04   1.720E+02  3.075E-01 
2.619E+04   1.720E+02  3.075E-01 
2.619E+04   1.720E+02  3.075E-01 
2.620E+04   1.720E+02  3.074E-01 
2.620E+04   1.720E+02  3.074E-01 
2.620E+04   1.720E+02  3.074E-01 
2.620E+04   1.720E+02  3.074E-01 
2.620E+04   1.720E+02  3.074E-01 
2.620E+04   1.720E+02  3.074E-01 
2.620E+04   1.720E+02  3.074E-01 
2.621E+04   1.720E+02  3.074E-01 
2.621E+04   1.720E+02  3.073E-01 
2.621E+04   1.720E+02  3.073E-01 
2.621E+04   1.720E+02  3.073E-01 
2.621E+04   1.720E+02  3.073E-01 
2.621E+04   1.720E+02  3.073E-01 
2.621E+04   1.720E+02  3.073E-01 
2.621E+04   1.720E+02  3.073E-01 
