NDF v10.0b 16Jan21 rev 16Jan21 run 09/05/2022 17:05:44 Filename: Co_f0101.datbatch Co_000_Pt_100.spc
str Co_000_Pt_100.str
file Co_000_Pt_1001.dat
geo Co_000_Pt_1001.geo
 channel data fit
integral  0.00000E+00  0.13705E+07
    1  0.00000E+00  0.77280E+03
    2  0.00000E+00  0.87620E+03
    3  0.00000E+00  0.97565E+03
    4  0.00000E+00  0.10681E+04
    5  0.00000E+00  0.11511E+04
    6  0.00000E+00  0.12229E+04
    7  0.00000E+00  0.12823E+04
    8  0.00000E+00  0.13291E+04
    9  0.00000E+00  0.13637E+04
   10  0.00000E+00  0.13872E+04
   11  0.00000E+00  0.14010E+04
   12  0.00000E+00  0.14065E+04
   13  0.00000E+00  0.14055E+04
   14  0.00000E+00  0.13994E+04
   15  0.00000E+00  0.13897E+04
   16  0.00000E+00  0.13774E+04
   17  0.00000E+00  0.13635E+04
   18  0.00000E+00  0.13488E+04
   19  0.00000E+00  0.13336E+04
   20  0.00000E+00  0.13183E+04
   21  0.00000E+00  0.13032E+04
   22  0.00000E+00  0.12884E+04
   23  0.00000E+00  0.12740E+04
   24  0.00000E+00  0.12600E+04
   25  0.00000E+00  0.12464E+04
   26  0.00000E+00  0.12333E+04
   27  0.00000E+00  0.12205E+04
   28  0.00000E+00  0.12082E+04
   29  0.00000E+00  0.11962E+04
   30  0.00000E+00  0.11846E+04
   31  0.00000E+00  0.11734E+04
   32  0.00000E+00  0.11625E+04
   33  0.00000E+00  0.11518E+04
   34  0.00000E+00  0.11415E+04
   35  0.00000E+00  0.11315E+04
   36  0.00000E+00  0.11218E+04
   37  0.00000E+00  0.11123E+04
   38  0.00000E+00  0.11030E+04
   39  0.00000E+00  0.10940E+04
   40  0.00000E+00  0.10853E+04
   41  0.00000E+00  0.10767E+04
   42  0.00000E+00  0.10684E+04
   43  0.00000E+00  0.10603E+04
   44  0.00000E+00  0.10523E+04
   45  0.00000E+00  0.10446E+04
   46  0.00000E+00  0.10370E+04
   47  0.00000E+00  0.10296E+04
   48  0.00000E+00  0.10224E+04
   49  0.00000E+00  0.10153E+04
   50  0.00000E+00  0.10084E+04
   51  0.00000E+00  0.10016E+04
   52  0.00000E+00  0.99498E+03
   53  0.00000E+00  0.98849E+03
   54  0.00000E+00  0.98214E+03
   55  0.00000E+00  0.97591E+03
   56  0.00000E+00  0.96981E+03
   57  0.00000E+00  0.96383E+03
   58  0.00000E+00  0.95796E+03
   59  0.00000E+00  0.95220E+03
   60  0.00000E+00  0.94655E+03
   61  0.00000E+00  0.94100E+03
   62  0.00000E+00  0.93556E+03
   63  0.00000E+00  0.93021E+03
   64  0.00000E+00  0.92496E+03
   65  0.00000E+00  0.91980E+03
   66  0.00000E+00  0.91474E+03
   67  0.00000E+00  0.90976E+03
