NDF v10.0b 16Jan21 rev 16Jan21 run 07/08/2023 18:20:24 Filename: idfpe01.datbatch idf_example3.spc
str idf_example3.str
elements  4
 Co    Pt    Si    O    
total_thick(1e15at/cm2) ...elements... total_thick(nm) r(1e22at/cm3) total_thick(ug/cm2)
 0.000000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.7079E+01  0.0000E+00
 0.100000E-05  0.3162E+02  0.5311E+02  0.5091E+01  0.1018E+02  0.0000E+00  0.7079E+01  0.0000E+00
 0.300000E+03  0.3162E+02  0.5311E+02  0.5091E+01  0.1018E+02  0.4238E+02  0.7079E+01  0.6242E+02
 0.300003E+03  0.3098E+02  0.5205E+02  0.1300E+02  0.3964E+01  0.4238E+02  0.7079E+01  0.6242E+02
 0.442134E+03  0.3098E+02  0.5205E+02  0.1300E+02  0.3964E+01  0.6245E+02  0.7079E+01  0.9171E+02
 0.442138E+03  0.8809E+01  0.1480E+02  0.5013E+02  0.2626E+02  0.6245E+02  0.5414E+01  0.9171E+02
 0.541100E+03  0.8809E+01  0.1480E+02  0.5013E+02  0.2626E+02  0.8073E+02  0.5414E+01  0.1003E+03
 0.541105E+03  0.2342E+00  0.3934E+00  0.3555E+02  0.6382E+02  0.8073E+02  0.4569E+01  0.1003E+03
 0.994077E+03  0.2342E+00  0.3934E+00  0.3555E+02  0.6382E+02  0.1799E+03  0.4569E+01  0.1162E+03
 0.994087E+03  0.0000E+00  0.0000E+00  0.1000E+03  0.0000E+00  0.1799E+03  0.4996E+01  0.1162E+03
 0.410678E+04  0.0000E+00  0.0000E+00  0.1000E+03  0.0000E+00  0.8029E+03  0.4996E+01  0.2613E+03
