NDF v10.0b 16Jan21 rev 16Jan21 run 18/05/2022 14:37:39 Filename: idfx0102.datbatch idf_example3.spc
str idf_example3.str
file idf_example32.dat
geo idf_example32.geo
elements  4
 Co    Pt    Si    O    
 channel elements... background
     1  0.00000E+00  0.00000E+00  0.22961E+04  0.00000E+00  0.43008E+03
     2  0.00000E+00  0.00000E+00  0.26371E+04  0.00000E+00  0.46384E+03
     3  0.00000E+00  0.00000E+00  0.29674E+04  0.00000E+00  0.49728E+03
     4  0.00000E+00  0.00000E+00  0.32759E+04  0.00000E+00  0.53004E+03
     5  0.00000E+00  0.00000E+00  0.35538E+04  0.00000E+00  0.56174E+03
     6  0.00000E+00  0.00000E+00  0.37943E+04  0.00000E+00  0.59205E+03
     7  0.00000E+00  0.00000E+00  0.39941E+04  0.00000E+00  0.62064E+03
     8  0.00000E+00  0.00000E+00  0.41525E+04  0.00000E+00  0.64722E+03
     9  0.00000E+00  0.00000E+00  0.42715E+04  0.00000E+00  0.67153E+03
    10  0.00000E+00  0.00000E+00  0.43549E+04  0.00000E+00  0.69336E+03
    11  0.00000E+00  0.00000E+00  0.44079E+04  0.00000E+00  0.71256E+03
    12  0.00000E+00  0.00000E+00  0.44359E+04  0.00000E+00  0.72902E+03
    13  0.00000E+00  0.00000E+00  0.44445E+04  0.00000E+00  0.74267E+03
    14  0.00000E+00  0.00000E+00  0.44387E+04  0.00000E+00  0.75351E+03
    15  0.00000E+00  0.00000E+00  0.44227E+04  0.00000E+00  0.76158E+03
    16  0.00000E+00  0.00000E+00  0.43998E+04  0.00000E+00  0.76696E+03
    17  0.00000E+00  0.00000E+00  0.43726E+04  0.00000E+00  0.76976E+03
    18  0.00000E+00  0.00000E+00  0.43429E+04  0.00000E+00  0.77015E+03
    19  0.00000E+00  0.00000E+00  0.43121E+04  0.00000E+00  0.76829E+03
    20  0.00000E+00  0.00000E+00  0.42809E+04  0.00000E+00  0.76439E+03
    21  0.00000E+00  0.00000E+00  0.42499E+04  0.00000E+00  0.75865E+03
    22  0.00000E+00  0.00000E+00  0.42194E+04  0.00000E+00  0.75130E+03
    23  0.00000E+00  0.00000E+00  0.41895E+04  0.00000E+00  0.74254E+03
    24  0.00000E+00  0.00000E+00  0.41603E+04  0.00000E+00  0.73260E+03
    25  0.00000E+00  0.00000E+00  0.41318E+04  0.00000E+00  0.72168E+03
    26  0.00000E+00  0.00000E+00  0.41040E+04  0.00000E+00  0.70997E+03
    27  0.00000E+00  0.00000E+00  0.40770E+04  0.00000E+00  0.69766E+03
    28  0.00000E+00  0.00000E+00  0.40507E+04  0.00000E+00  0.68492E+03
    29  0.00000E+00  0.00000E+00  0.40250E+04  0.00000E+00  0.67188E+03
    30  0.00000E+00  0.00000E+00  0.39999E+04  0.00000E+00  0.65869E+03
    31  0.00000E+00  0.00000E+00  0.39755E+04  0.00000E+00  0.64546E+03
    32  0.00000E+00  0.00000E+00  0.39517E+04  0.00000E+00  0.63228E+03
    33  0.00000E+00  0.00000E+00  0.39284E+04  0.00000E+00  0.61925E+03
    34  0.00000E+00  0.00000E+00  0.39057E+04  0.00000E+00  0.60642E+03
    35  0.00000E+00  0.00000E+00  0.38835E+04  0.00000E+00  0.59386E+03
    36  0.00000E+00  0.00000E+00  0.38619E+04  0.00000E+00  0.58160E+03
    37  0.00000E+00  0.00000E+00  0.38407E+04  0.00000E+00  0.56967E+03
    38  0.00000E+00  0.00000E+00  0.38200E+04  0.00000E+00  0.55810E+03
    39  0.00000E+00  0.00000E+00  0.37997E+04  0.00000E+00  0.54689E+03
    40  0.00000E+00  0.00000E+00  0.37799E+04  0.00000E+00  0.53606E+03
    41  0.00000E+00  0.00000E+00  0.37605E+04  0.00000E+00  0.52560E+03
