NDF v10.0b 16Jan21 rev 16Jan21 run 07/08/2023 18:20:51 Filename: idfp02.datbatch idf_example3.spc
str idf_example3.str
molecules  3
  7.511 Co?=0.36pt?=0.64
  4.533 Si1o2
  4.996 Si
total_thick(1e15at/cm2) ...molecules... total_thick(nm) r(1e22at/cm3) total_thick(ug/cm2)
 0.000000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.6671E+01  0.0000E+00
 0.100000E-05  0.7179E+02  0.2821E+02  0.0000E+00  0.0000E+00  0.6671E+01  0.0000E+00
 0.300000E+03  0.7179E+02  0.2821E+02  0.0000E+00  0.4497E+02  0.6671E+01  0.5495E+02
 0.300003E+03  0.7304E+02  0.1024E+02  0.1672E+02  0.4497E+02  0.6785E+01  0.5495E+02
 0.412150E+03  0.7304E+02  0.1024E+02  0.1672E+02  0.6150E+02  0.6785E+01  0.7604E+02
 0.412154E+03  0.2279E+02  0.5778E+02  0.1943E+02  0.6150E+02  0.5302E+01  0.7604E+02
 0.527641E+03  0.2279E+02  0.5778E+02  0.1943E+02  0.8328E+02  0.5302E+01  0.8568E+02
 0.527646E+03  0.4032E+00  0.8619E+02  0.1340E+02  0.8328E+02  0.4607E+01  0.8568E+02
 0.945267E+03  0.4032E+00  0.8619E+02  0.1340E+02  0.1739E+03  0.4607E+01  0.1007E+03
 0.945277E+03  0.0000E+00  0.0000E+00  0.1000E+03  0.1739E+03  0.4996E+01  0.1007E+03
 0.335235E+06  0.0000E+00  0.0000E+00  0.1000E+03  0.6709E+05  0.4996E+01  0.1569E+05
