NDF v10.0b 16Jan21 rev 16Jan21 run 07/08/2023 18:20:24 Filename: id010103.datbatch idf_example3.spc
str idf_example3.str
file idf_example31.dat
geo idf_example31.geo
element Si   
 depth(at/cm2) element>0 element depth(nm)
-0.167598E+03  0.803690E+01  0.803690E+01 -0.236743E+02
-0.161004E+03  0.795346E+01  0.795346E+01 -0.227428E+02
-0.154409E+03  0.786064E+01  0.786064E+01 -0.218114E+02
-0.147815E+03  0.777206E+01  0.777206E+01 -0.208799E+02
-0.141221E+03  0.770351E+01  0.770351E+01 -0.199485E+02
-0.134628E+03  0.767207E+01  0.767207E+01 -0.190170E+02
-0.128034E+03  0.768890E+01  0.768890E+01 -0.180856E+02
-0.121439E+03  0.775546E+01  0.775546E+01 -0.171541E+02
-0.114845E+03  0.786495E+01  0.786495E+01 -0.162227E+02
-0.108251E+03  0.800072E+01  0.800072E+01 -0.152912E+02
-0.101657E+03  0.814422E+01  0.814422E+01 -0.143598E+02
-0.950634E+02  0.827742E+01  0.827742E+01 -0.134283E+02
-0.884690E+02  0.838502E+01  0.838502E+01 -0.124968E+02
-0.818751E+02  0.845800E+01  0.845800E+01 -0.115654E+02
-0.752811E+02  0.848875E+01  0.848875E+01 -0.106340E+02
-0.686871E+02  0.847521E+01  0.847521E+01 -0.970251E+01
-0.620932E+02  0.841826E+01  0.841826E+01 -0.877107E+01
-0.554988E+02  0.832192E+01  0.832192E+01 -0.783958E+01
-0.489049E+02  0.819604E+01  0.819604E+01 -0.690814E+01
-0.423109E+02  0.805132E+01  0.805132E+01 -0.597670E+01
-0.357169E+02  0.790292E+01  0.790292E+01 -0.504525E+01
-0.291226E+02  0.776554E+01  0.776554E+01 -0.411376E+01
-0.225286E+02  0.765346E+01  0.765346E+01 -0.318232E+01
-0.159347E+02  0.757436E+01  0.757436E+01 -0.225088E+01
-0.934070E+01  0.753298E+01  0.753298E+01 -0.131944E+01
-0.274673E+01  0.752958E+01  0.752958E+01 -0.387994E+00
 0.384760E+01  0.755543E+01  0.755543E+01  0.543499E+00
