NDF v10.0b 16Jan21 rev 16Jan21 run 08/08/2023 15:05:28 Filename: id020103.datbatch idf_example3.spc
str idf_example3.str
file idf_example32.dat
geo idf_example32.geo
element Si   
 depth(at/cm2) element>0 element depth(nm)
-0.321212E+03  0.269133E+01  0.269133E+01 -0.470742E+02
-0.308418E+03  0.271217E+01  0.271217E+01 -0.451992E+02
-0.295623E+03  0.273290E+01  0.273290E+01 -0.433240E+02
-0.282828E+03  0.275093E+01  0.275093E+01 -0.414490E+02
-0.270034E+03  0.276261E+01  0.276261E+01 -0.395740E+02
-0.257239E+03  0.276586E+01  0.276586E+01 -0.376988E+02
-0.244445E+03  0.276128E+01  0.276128E+01 -0.358238E+02
-0.231650E+03  0.275186E+01  0.275186E+01 -0.339488E+02
-0.218855E+03  0.274416E+01  0.274416E+01 -0.320736E+02
-0.206061E+03  0.274734E+01  0.274734E+01 -0.301986E+02
-0.193267E+03  0.276983E+01  0.276983E+01 -0.283236E+02
-0.180472E+03  0.281858E+01  0.281858E+01 -0.264485E+02
-0.167677E+03  0.289701E+01  0.289701E+01 -0.245734E+02
-0.154883E+03  0.300250E+01  0.300250E+01 -0.226984E+02
-0.142088E+03  0.312758E+01  0.312758E+01 -0.208233E+02
-0.129294E+03  0.326132E+01  0.326132E+01 -0.189482E+02
-0.116499E+03  0.338997E+01  0.338997E+01 -0.170732E+02
-0.103704E+03  0.350125E+01  0.350125E+01 -0.151981E+02
-0.909101E+02  0.358686E+01  0.358686E+01 -0.133230E+02
-0.781158E+02  0.364226E+01  0.364226E+01 -0.114480E+02
-0.653208E+02  0.366861E+01  0.366861E+01 -0.957287E+01
-0.525265E+02  0.367200E+01  0.367200E+01 -0.769784E+01
-0.397321E+02  0.366008E+01  0.366008E+01 -0.582281E+01
-0.269371E+02  0.364220E+01  0.364220E+01 -0.394768E+01
-0.141428E+02  0.362768E+01  0.362768E+01 -0.207265E+01
-0.134848E+01  0.362278E+01  0.362278E+01 -0.197622E+00
 0.114465E+02  0.362931E+01  0.362931E+01  0.167751E+01
 0.242409E+02  0.365325E+01  0.365325E+01  0.355254E+01
 0.370352E+02  0.369001E+01  0.369001E+01  0.542757E+01
 0.498302E+02  0.373630E+01  0.373630E+01  0.730270E+01
 0.626245E+02  0.378965E+01  0.378965E+01  0.917773E+01
 0.754185E+02  0.384851E+01  0.384851E+01  0.110527E+02
 0.881932E+02  0.392097E+01  0.392097E+01  0.129249E+02
 0.100967E+03  0.400159E+01  0.400159E+01  0.147969E+02
 0.113741E+03  0.410481E+01  0.410481E+01  0.166690E+02
 0.126516E+03  0.424161E+01  0.424161E+01  0.185411E+02
 0.139290E+03  0.442387E+01  0.442387E+01  0.204132E+02
 0.152061E+03  0.466230E+01  0.466230E+01  0.222848E+02
 0.164812E+03  0.497137E+01  0.497137E+01  0.241535E+02
 0.177563E+03  0.534527E+01  0.534527E+01  0.260222E+02
 0.190314E+03  0.579730E+01  0.579730E+01  0.278908E+02
 0.203065E+03  0.633352E+01  0.633352E+01  0.297595E+02
 0.215816E+03  0.695954E+01  0.695954E+01  0.316282E+02
 0.228562E+03  0.767850E+01  0.767850E+01  0.334962E+02
 0.241295E+03  0.849164E+01  0.849164E+01  0.353622E+02
 0.254028E+03  0.937622E+01  0.937622E+01  0.372282E+02
 0.266760E+03  0.103192E+02  0.103192E+02  0.390942E+02
 0.279493E+03  0.112934E+02  0.112934E+02  0.409602E+02
 0.292226E+03  0.123871E+02  0.123871E+02  0.428262E+02
 0.304998E+03  0.137909E+02  0.137909E+02  0.447145E+02
 0.317854E+03  0.157414E+02  0.157414E+02  0.466153E+02
 0.330710E+03  0.185248E+02  0.185248E+02  0.485159E+02
 0.343565E+03  0.219656E+02  0.219656E+02  0.504165E+02
 0.356422E+03  0.257032E+02  0.257032E+02  0.523173E+02
 0.369266E+03  0.292799E+02  0.292799E+02  0.542162E+02
 0.382106E+03  0.324378E+02  0.324378E+02  0.561146E+02
 0.394946E+03  0.353160E+02  0.353160E+02  0.580129E+02
 0.407785E+03  0.381097E+02  0.381097E+02  0.599112E+02
 0.421279E+03  0.390181E+02  0.390181E+02  0.626394E+02
 0.442416E+03  0.268390E+02  0.268390E+02  0.669127E+02
 0.463551E+03  0.288785E+02  0.288785E+02  0.711858E+02
 0.484687E+03  0.309129E+02  0.309129E+02  0.754588E+02
 0.505798E+03  0.328782E+02  0.328782E+02  0.797270E+02
 0.526891E+03  0.346551E+02  0.346551E+02  0.839915E+02
 0.547984E+03  0.361979E+02  0.361979E+02  0.882561E+02
 0.569484E+03  0.368550E+02  0.368550E+02  0.929417E+02
 0.593551E+03  0.340189E+02  0.340189E+02  0.981869E+02
 0.617618E+03  0.350489E+02  0.350489E+02  0.103432E+03
