NDF v10.0b 16Jan21 rev 16Jan21 run 07/08/2023 18:20:04 Filename: id010204.datbatch idf_example3.spc
str idf_example3.str
file idf_example32.dat
geo idf_example32.geo
element O    
 depth(at/cm2) element>0 element depth(nm)
-0.363368E+03  0.222932E+02  0.222932E+02 -0.535360E+02
-0.349354E+03  0.227525E+02  0.227525E+02 -0.514713E+02
-0.335340E+03  0.230834E+02  0.230834E+02 -0.494066E+02
-0.321326E+03  0.232328E+02  0.232328E+02 -0.473419E+02
-0.307312E+03  0.231787E+02  0.231787E+02 -0.452772E+02
-0.293298E+03  0.229329E+02  0.229329E+02 -0.432125E+02
-0.279284E+03  0.225383E+02  0.225383E+02 -0.411478E+02
-0.265270E+03  0.220493E+02  0.220493E+02 -0.390830E+02
-0.251257E+03  0.215106E+02  0.215106E+02 -0.370184E+02
-0.237243E+03  0.209436E+02  0.209436E+02 -0.349537E+02
-0.223229E+03  0.203523E+02  0.203523E+02 -0.328889E+02
-0.209215E+03  0.197313E+02  0.197313E+02 -0.308242E+02
-0.195201E+03  0.190873E+02  0.190873E+02 -0.287595E+02
-0.181187E+03  0.184467E+02  0.184467E+02 -0.266948E+02
-0.167173E+03  0.178528E+02  0.178528E+02 -0.246301E+02
-0.153159E+03  0.173555E+02  0.173555E+02 -0.225654E+02
-0.139145E+03  0.169891E+02  0.169891E+02 -0.205007E+02
-0.125131E+03  0.167630E+02  0.167630E+02 -0.184360E+02
-0.111118E+03  0.166567E+02  0.166567E+02 -0.163713E+02
-0.971038E+02  0.166195E+02  0.166195E+02 -0.143066E+02
-0.830898E+02  0.165876E+02  0.165876E+02 -0.122419E+02
-0.690758E+02  0.164955E+02  0.164955E+02 -0.101771E+02
-0.550619E+02  0.163025E+02  0.163025E+02 -0.811242E+01
-0.410483E+02  0.160165E+02  0.160165E+02 -0.604775E+01
-0.270343E+02  0.157020E+02  0.157020E+02 -0.398303E+01
-0.130203E+02  0.154798E+02  0.154798E+02 -0.191831E+01
 0.993696E+00  0.154819E+02  0.154819E+02  0.146404E+00
 0.150077E+02  0.158477E+02  0.158477E+02  0.221112E+01
 0.290217E+02  0.166244E+02  0.166244E+02  0.427584E+01
 0.430353E+02  0.177766E+02  0.177766E+02  0.634051E+01
 0.570493E+02  0.191735E+02  0.191735E+02  0.840522E+01
 0.710632E+02  0.206222E+02  0.206222E+02  0.104699E+02
 0.850819E+02  0.219040E+02  0.219040E+02  0.125354E+02
 0.991038E+02  0.228549E+02  0.228549E+02  0.146012E+02
 0.113125E+03  0.233872E+02  0.233872E+02  0.166671E+02
 0.127147E+03  0.235026E+02  0.235026E+02  0.187329E+02
 0.141169E+03  0.233063E+02  0.233063E+02  0.207988E+02
 0.155192E+03  0.229637E+02  0.229637E+02  0.228649E+02
 0.169227E+03  0.226602E+02  0.226602E+02  0.249327E+02
 0.183261E+03  0.226236E+02  0.226236E+02  0.270004E+02
 0.197295E+03  0.230045E+02  0.230045E+02  0.290681E+02
 0.211330E+03  0.239289E+02  0.239289E+02  0.311358E+02
 0.225364E+03  0.254760E+02  0.254760E+02  0.332036E+02
 0.239409E+03  0.276445E+02  0.276445E+02  0.352728E+02
 0.253460E+03  0.304243E+02  0.304243E+02  0.373429E+02
 0.267510E+03  0.337362E+02  0.337362E+02  0.394129E+02
 0.281560E+03  0.374612E+02  0.374612E+02  0.414830E+02
 0.295610E+03  0.415023E+02  0.415023E+02  0.435531E+02
 0.309662E+03  0.457816E+02  0.457816E+02  0.456234E+02
 0.323722E+03  0.502465E+02  0.502465E+02  0.476949E+02
 0.337782E+03  0.549331E+02  0.549331E+02  0.497663E+02
 0.351841E+03  0.598099E+02  0.598099E+02  0.518378E+02
 0.365901E+03  0.648716E+02  0.648716E+02  0.539092E+02
 0.379961E+03  0.700911E+02  0.700911E+02  0.559807E+02
 0.395409E+03  0.686478E+02  0.686478E+02  0.584822E+02
 0.411340E+03  0.713409E+02  0.713409E+02  0.610617E+02
 0.427270E+03  0.761262E+02  0.761262E+02  0.636413E+02
 0.443200E+03  0.809035E+02  0.809035E+02  0.662206E+02
 0.459124E+03  0.856457E+02  0.856457E+02  0.687992E+02
 0.475049E+03  0.902799E+02  0.902799E+02  0.713779E+02
 0.490974E+03  0.947758E+02  0.947758E+02  0.739565E+02
 0.512923E+03  0.718746E+02  0.718746E+02  0.785163E+02
 0.536052E+03  0.709315E+02  0.709315E+02  0.833215E+02
 0.559180E+03  0.733500E+02  0.733500E+02  0.881263E+02
 0.582305E+03  0.753610E+02  0.753610E+02  0.929306E+02
 0.605521E+03  0.765687E+02  0.765687E+02  0.980161E+02
 0.630929E+03  0.708338E+02  0.708338E+02  0.103582E+03
 0.656337E+03  0.711669E+02  0.711669E+02  0.109147E+03
 0.681745E+03  0.709698E+02  0.709698E+02  0.114713E+03
 0.707153E+03  0.702677E+02  0.702677E+02  0.120278E+03
 0.732561E+03  0.691028E+02  0.691028E+02  0.125844E+03
 0.757970E+03  0.675223E+02  0.675223E+02  0.131410E+03
 0.783377E+03  0.655743E+02  0.655743E+02  0.136975E+03
 0.808777E+03  0.633169E+02  0.633169E+02  0.142539E+03
 0.834154E+03  0.608083E+02  0.608083E+02  0.148098E+03
 0.859530E+03  0.579923E+02  0.579923E+02  0.153656E+03
 0.884906E+03  0.549678E+02  0.549678E+02  0.159215E+03
 0.910282E+03  0.517822E+02  0.517822E+02  0.164774E+03
 0.935659E+03  0.484805E+02  0.484805E+02  0.170332E+03
 0.961035E+03  0.451191E+02  0.451191E+02  0.175891E+03
 0.986412E+03  0.417503E+02  0.417503E+02  0.181450E+03
 0.100951E+04  0.422221E+02  0.422221E+02  0.186073E+03
 0.102998E+04  0.436568E+02  0.436568E+02  0.190170E+03
 0.105045E+04  0.398755E+02  0.398755E+02  0.194267E+03
 0.107091E+04  0.363855E+02  0.363855E+02  0.198364E+03
 0.109138E+04  0.332666E+02  0.332666E+02  0.202461E+03
 0.111185E+04  0.305872E+02  0.305872E+02  0.206558E+03
 0.113232E+04  0.283903E+02  0.283903E+02  0.210655E+03
 0.115277E+04  0.267064E+02  0.267064E+02  0.214748E+03
 0.117319E+04  0.255005E+02  0.255005E+02  0.218835E+03
 0.119361E+04  0.246533E+02  0.246533E+02  0.222922E+03
 0.121403E+04  0.241163E+02  0.241163E+02  0.227009E+03
 0.123445E+04  0.237855E+02  0.237855E+02  0.231096E+03
 0.125486E+04  0.235587E+02  0.235587E+02  0.235183E+03
 0.127528E+04  0.233488E+02  0.233488E+02  0.239270E+03
 0.129569E+04  0.231144E+02  0.231144E+02  0.243355E+03
 0.131606E+04  0.228453E+02  0.228453E+02  0.247432E+03
 0.133643E+04  0.224778E+02  0.224778E+02  0.251509E+03
 0.135680E+04  0.220828E+02  0.220828E+02  0.255586E+03
 0.137717E+04  0.216970E+02  0.216970E+02  0.259664E+03
 0.139754E+04  0.213603E+02  0.213603E+02  0.263741E+03
 0.141791E+04  0.211015E+02  0.211015E+02  0.267818E+03
 0.143827E+04  0.209391E+02  0.209391E+02  0.271894E+03
 0.145860E+04  0.208999E+02  0.208999E+02  0.275963E+03
 0.147893E+04  0.209041E+02  0.209041E+02  0.280032E+03
 0.149926E+04  0.209701E+02  0.209701E+02  0.284102E+03
 0.151959E+04  0.210843E+02  0.210843E+02  0.288171E+03
 0.153992E+04  0.212357E+02  0.212357E+02  0.292240E+03
 0.156025E+04  0.214202E+02  0.214202E+02  0.296309E+03
 0.158058E+04  0.216378E+02  0.216378E+02  0.300378E+03
 0.160086E+04  0.219399E+02  0.219399E+02  0.304438E+03
 0.162114E+04  0.222340E+02  0.222340E+02  0.308498E+03
 0.164143E+04  0.225685E+02  0.225685E+02  0.312557E+03
 0.166171E+04  0.229474E+02  0.229474E+02  0.316617E+03
 0.168199E+04  0.233739E+02  0.233739E+02  0.320677E+03
 0.170227E+04  0.238498E+02  0.238498E+02  0.324736E+03
 0.172255E+04  0.243725E+02  0.243725E+02  0.328796E+03
 0.174281E+04  0.249624E+02  0.249624E+02  0.332851E+03
 0.176307E+04  0.255595E+02  0.255595E+02  0.336906E+03
 0.178333E+04  0.261545E+02  0.261545E+02  0.340960E+03
 0.180358E+04  0.267273E+02  0.267273E+02  0.345014E+03
 0.182384E+04  0.272486E+02  0.272486E+02  0.349069E+03
 0.184409E+04  0.276838E+02  0.276838E+02  0.353123E+03
