NDF v10.0b 16Jan21 rev 16Jan21 run 08/08/2023 15:05:09 Filename: id010102.datbatch idf_example3.spc
str idf_example3.str
file idf_example31.dat
geo idf_example31.geo
element Pt   
 depth(at/cm2) element>0 element depth(nm)
-0.185544E+03  0.153568E+00  0.153568E+00 -0.277993E+02
-0.178552E+03  0.160157E+00  0.160157E+00 -0.267516E+02
-0.171559E+03  0.168954E+00  0.168954E+00 -0.257039E+02
-0.164566E+03  0.181066E+00  0.181066E+00 -0.246562E+02
-0.157573E+03  0.197717E+00  0.197717E+00 -0.236084E+02
-0.150580E+03  0.220168E+00  0.220168E+00 -0.225607E+02
-0.143587E+03  0.249440E+00  0.249440E+00 -0.215130E+02
-0.136594E+03  0.286271E+00  0.286271E+00 -0.204653E+02
-0.129601E+03  0.331046E+00  0.331046E+00 -0.194176E+02
-0.122608E+03  0.383776E+00  0.383776E+00 -0.183699E+02
-0.115616E+03  0.444783E+00  0.444783E+00 -0.173222E+02
-0.108623E+03  0.518676E+00  0.518676E+00 -0.162745E+02
-0.101630E+03  0.616639E+00  0.616639E+00 -0.152268E+02
-0.946372E+02  0.755774E+00  0.755774E+00 -0.141791E+02
-0.876443E+02  0.959477E+00  0.959477E+00 -0.131314E+02
-0.806515E+02  0.125873E+01  0.125873E+01 -0.120837E+02
-0.736587E+02  0.169106E+01  0.169106E+01 -0.110360E+02
-0.666658E+02  0.229970E+01  0.229970E+01 -0.998825E+01
-0.596730E+02  0.313431E+01  0.313431E+01 -0.894055E+01
-0.526802E+02  0.424116E+01  0.424116E+01 -0.789284E+01
-0.456873E+02  0.564962E+01  0.564962E+01 -0.684514E+01
-0.386945E+02  0.737834E+01  0.737834E+01 -0.579743E+01
-0.317017E+02  0.944870E+01  0.944870E+01 -0.474972E+01
-0.247088E+02  0.118772E+02  0.118772E+02 -0.370202E+01
-0.177160E+02  0.146509E+02  0.146509E+02 -0.265431E+01
-0.107232E+02  0.177121E+02  0.177121E+02 -0.160661E+01
-0.373036E+01  0.209663E+02  0.209663E+02 -0.558903E+00
 0.326248E+01  0.242835E+02  0.242835E+02  0.488803E+00
 0.102553E+02  0.275859E+02  0.275859E+02  0.153651E+01
 0.172481E+02  0.307409E+02  0.307409E+02  0.258421E+01
 0.242414E+02  0.336569E+02  0.336569E+02  0.363198E+01
 0.312342E+02  0.363042E+02  0.363042E+02  0.467968E+01
 0.382270E+02  0.386872E+02  0.386872E+02  0.572739E+01
 0.452198E+02  0.408068E+02  0.408068E+02  0.677509E+01
 0.522127E+02  0.426153E+02  0.426153E+02  0.782280E+01
 0.592055E+02  0.440601E+02  0.440601E+02  0.887050E+01
 0.661792E+02  0.452662E+02  0.452662E+02  0.991534E+01
 0.731491E+02  0.460685E+02  0.460685E+02  0.109596E+02
 0.801191E+02  0.466158E+02  0.466158E+02  0.120039E+02
 0.870891E+02  0.469784E+02  0.469784E+02  0.130482E+02
 0.940591E+02  0.471844E+02  0.471844E+02  0.140925E+02
 0.101029E+03  0.472943E+02  0.472943E+02  0.151367E+02
 0.107999E+03  0.473844E+02  0.473844E+02  0.161810E+02
 0.114969E+03  0.475009E+02  0.475009E+02  0.172253E+02
 0.121935E+03  0.476651E+02  0.476651E+02  0.182689E+02
 0.128881E+03  0.479093E+02  0.479093E+02  0.193097E+02
 0.135827E+03  0.479579E+02  0.479579E+02  0.203504E+02
 0.142773E+03  0.479428E+02  0.479428E+02  0.213911E+02
 0.149720E+03  0.479111E+02  0.479111E+02  0.224318E+02
 0.156666E+03  0.479137E+02  0.479137E+02  0.234726E+02
 0.163612E+03  0.479557E+02  0.479557E+02  0.245133E+02
 0.170558E+03  0.480297E+02  0.480297E+02  0.255540E+02
 0.177505E+03  0.481245E+02  0.481245E+02  0.265947E+02
 0.184439E+03  0.483080E+02  0.483080E+02  0.276337E+02
 0.191361E+03  0.484848E+02  0.484848E+02  0.286708E+02
 0.198283E+03  0.485581E+02  0.485581E+02  0.297079E+02
 0.205205E+03  0.486046E+02  0.486046E+02  0.307450E+02
 0.212128E+03  0.486153E+02  0.486153E+02  0.317822E+02
 0.219050E+03  0.485968E+02  0.485968E+02  0.328193E+02
 0.225972E+03  0.485435E+02  0.485435E+02  0.338564E+02
 0.232894E+03  0.484600E+02  0.484600E+02  0.348935E+02
 0.239816E+03  0.483540E+02  0.483540E+02  0.359306E+02
 0.246720E+03  0.483623E+02  0.483623E+02  0.369650E+02
 0.253619E+03  0.482743E+02  0.482743E+02  0.379987E+02
 0.260518E+03  0.481577E+02  0.481577E+02  0.390323E+02
 0.267417E+03  0.480571E+02  0.480571E+02  0.400659E+02
 0.274316E+03  0.479743E+02  0.479743E+02  0.410996E+02
 0.281215E+03  0.479108E+02  0.479108E+02  0.421332E+02
 0.288114E+03  0.478623E+02  0.478623E+02  0.431669E+02
 0.295013E+03  0.478239E+02  0.478239E+02  0.442005E+02
 0.301909E+03  0.478030E+02  0.478030E+02  0.452304E+02
 0.308743E+03  0.481997E+02  0.481997E+02  0.462509E+02
 0.315577E+03  0.481544E+02  0.481544E+02  0.472715E+02
 0.322410E+03  0.481104E+02  0.481104E+02  0.482920E+02
 0.329244E+03  0.480794E+02  0.480794E+02  0.493125E+02
 0.336078E+03  0.480769E+02  0.480769E+02  0.503331E+02
 0.342912E+03  0.481147E+02  0.481147E+02  0.513536E+02
 0.349745E+03  0.481948E+02  0.481948E+02  0.523741E+02
 0.356579E+03  0.482686E+02  0.482686E+02  0.533947E+02
 0.363413E+03  0.482625E+02  0.482625E+02  0.544152E+02
 0.370246E+03  0.481235E+02  0.481235E+02  0.554357E+02
 0.377080E+03  0.478572E+02  0.478572E+02  0.564563E+02
 0.383914E+03  0.475165E+02  0.475165E+02  0.574768E+02
 0.390747E+03  0.471681E+02  0.471681E+02  0.584973E+02
 0.397554E+03  0.470450E+02  0.470450E+02  0.595138E+02
 0.404354E+03  0.468039E+02  0.468039E+02  0.605293E+02
